"Name","PackageFullName","DisplayName","DisplayVersion","Publisher","InstallDate","IsFramework","IsResourcePackage","InstallLocation","UserSid"
"Microsoft.StartExperiencesApp","Microsoft.StartExperiencesApp_1.179.4.0_x64__8wekyb3d8bbwe","Microsoft.StartExperiencesApp","1.179.4.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.StartExperiencesApp_1.179.4.0_x64__8wekyb3d8bbwe",
"Microsoft.StorePurchaseApp","Microsoft.StorePurchaseApp_22509.1401.1.0_x64__8wekyb3d8bbwe","Microsoft.StorePurchaseApp","22509.1401.1.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.StorePurchaseApp_22509.1401.1.0_x64__8wekyb3d8bbwe",
"Microsoft.Todos","Microsoft.Todos_2.148.3611.0_x64__8wekyb3d8bbwe","Microsoft.Todos","2.148.3611.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.Todos_2.148.3611.0_x64__8wekyb3d8bbwe",
"Microsoft.UWPCommunityToolkitSampleApp","Microsoft.UWPCommunityToolkitSampleApp_8.2.0.0_x64__8wekyb3d8bbwe","Microsoft.UWPCommunityToolkitSampleApp","8.2.0.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.UWPCommunityToolkitSampleApp_8.2.0.0_x64__8wekyb3d8bbwe",
"Microsoft.VP9VideoExtensions","Microsoft.VP9VideoExtensions_1.2.12.0_x64__8wekyb3d8bbwe","Microsoft.VP9VideoExtensions","1.2.12.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.VP9VideoExtensions_1.2.12.0_x64__8wekyb3d8bbwe",
"Microsoft.WebMediaExtensions","Microsoft.WebMediaExtensions_1.2.17.0_x64__8wekyb3d8bbwe","Microsoft.WebMediaExtensions","1.2.17.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WebMediaExtensions_1.2.17.0_x64__8wekyb3d8bbwe",
"Microsoft.WebpImageExtension","Microsoft.WebpImageExtension_1.2.14.0_x64__8wekyb3d8bbwe","Microsoft.WebpImageExtension","1.2.14.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WebpImageExtension_1.2.14.0_x64__8wekyb3d8bbwe",
"Microsoft.WidgetsPlatformRuntime","Microsoft.WidgetsPlatformRuntime_1.6.14.0_x64__8wekyb3d8bbwe","Microsoft.WidgetsPlatformRuntime","1.6.14.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.14.0_x64__8wekyb3d8bbwe",
"Microsoft.Win32WebViewHost","Microsoft.Win32WebViewHost_10.0.26100.1_neutral_neutral_cw5n1h2txyewy","Microsoft.Win32WebViewHost","10.0.26100.1","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.Win32WebViewHost_cw5n1h2txyewy",
"Microsoft.WinAppRuntime.DDLM.8000.642.119.0-x6","Microsoft.WinAppRuntime.DDLM.8000.642.119.0-x6_8000.642.119.0_x64__8wekyb3d8bbwe","Microsoft.WinAppRuntime.DDLM.8000.642.119.0-x6","8000.642.119.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WinAppRuntime.DDLM.8000.642.119.0-x6_8000.642.119.0_x64__8wekyb3d8bbwe",
"Microsoft.WinAppRuntime.DDLM.8000.642.119.0-x8","Microsoft.WinAppRuntime.DDLM.8000.642.119.0-x8_8000.642.119.0_x86__8wekyb3d8bbwe","Microsoft.WinAppRuntime.DDLM.8000.642.119.0-x8","8000.642.119.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WinAppRuntime.DDLM.8000.642.119.0-x8_8000.642.119.0_x86__8wekyb3d8bbwe",
"Microsoft.Windows.Apprep.ChxApp","Microsoft.Windows.Apprep.ChxApp_1000.25128.1000.0_neutral_neutral_cw5n1h2txyewy","Microsoft.Windows.Apprep.ChxApp","1000.25128.1000.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.Windows.AppRep.ChxApp_cw5n1h2txyewy",
"Microsoft.Windows.AssignedAccessLockApp","Microsoft.Windows.AssignedAccessLockApp_1000.25128.1000.0_neutral_neutral_cw5n1h2txyewy","Microsoft.Windows.AssignedAccessLockApp","1000.25128.1000.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.Windows.AssignedAccessLockApp_cw5n1h2txyewy",
"Microsoft.Windows.CapturePicker","Microsoft.Windows.CapturePicker_10.0.19580.1000_neutral__cw5n1h2txyewy","Microsoft.Windows.CapturePicker","10.0.19580.1000","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.Windows.CapturePicker_cw5n1h2txyewy",
"Microsoft.Windows.CloudExperienceHost","Microsoft.Windows.CloudExperienceHost_10.0.26100.1_neutral_neutral_cw5n1h2txyewy","Microsoft.Windows.CloudExperienceHost","10.0.26100.1","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy",
"Microsoft.Windows.ContentDeliveryManager","Microsoft.Windows.ContentDeliveryManager_10.0.26100.1_neutral_neutral_cw5n1h2txyewy","Microsoft.Windows.ContentDeliveryManager","10.0.26100.1","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy",
"Microsoft.Windows.DevHome","Microsoft.Windows.DevHome_0.2101.858.0_x64__8wekyb3d8bbwe","Microsoft.Windows.DevHome","0.2101.858.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2101.858.0_x64__8wekyb3d8bbwe",
"Microsoft.Windows.NarratorQuickStart","Microsoft.Windows.NarratorQuickStart_10.0.26100.1_neutral_neutral_8wekyb3d8bbwe","Microsoft.Windows.NarratorQuickStart","10.0.26100.1","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\microsoft.windows.narratorquickstart_8wekyb3d8bbwe",
"Microsoft.Windows.OOBENetworkCaptivePortal","Microsoft.Windows.OOBENetworkCaptivePortal_10.0.26495.1000_neutral__cw5n1h2txyewy","Microsoft.Windows.OOBENetworkCaptivePortal","10.0.26495.1000","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.Windows.OOBENetworkCaptivePortal_cw5n1h2txyewy",
"Microsoft.Windows.OOBENetworkConnectionFlow","Microsoft.Windows.OOBENetworkConnectionFlow_10.0.26495.1000_neutral__cw5n1h2txyewy","Microsoft.Windows.OOBENetworkConnectionFlow","10.0.26495.1000","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy",
"Microsoft.Windows.ParentalControls","Microsoft.Windows.ParentalControls_1000.25128.1000.0_neutral_neutral_cw5n1h2txyewy","Microsoft.Windows.ParentalControls","1000.25128.1000.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\ParentalControls_cw5n1h2txyewy",
"Microsoft.Windows.PeopleExperienceHost","Microsoft.Windows.PeopleExperienceHost_10.0.26100.1_neutral_neutral_cw5n1h2txyewy","Microsoft.Windows.PeopleExperienceHost","10.0.26100.1","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.Windows.PeopleExperienceHost_cw5n1h2txyewy",
"Microsoft.Windows.Photos","Microsoft.Windows.Photos_2025.11110.18001.0_x64__8wekyb3d8bbwe","Microsoft.Windows.Photos","2025.11110.18001.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2025.11110.18001.0_x64__8wekyb3d8bbwe",
"Microsoft.Windows.PinningConfirmationDialog","Microsoft.Windows.PinningConfirmationDialog_1000.25140.1001.0_neutral__cw5n1h2txyewy","Microsoft.Windows.PinningConfirmationDialog","1000.25140.1001.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.Windows.PinningConfirmationDialog_cw5n1h2txyewy",
"Microsoft.Windows.PrintQueueActionCenter","Microsoft.Windows.PrintQueueActionCenter_1.0.2.0_neutral_neutral_cw5n1h2txyewy","Microsoft.Windows.PrintQueueActionCenter","1.0.2.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.Windows.PrintQueueActionCenter_cw5n1h2txyewy",
"Microsoft.Windows.SecureAssessmentBrowser","Microsoft.Windows.SecureAssessmentBrowser_10.0.26100.1_neutral_neutral_cw5n1h2txyewy","Microsoft.Windows.SecureAssessmentBrowser","10.0.26100.1","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.Windows.SecureAssessmentBrowser_cw5n1h2txyewy",
"Microsoft.Windows.ShellExperienceHost","Microsoft.Windows.ShellExperienceHost_10.0.26100.7462_neutral_neutral_cw5n1h2txyewy","Microsoft.Windows.ShellExperienceHost","10.0.26100.7462","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy",
"Microsoft.Windows.StartMenuExperienceHost","Microsoft.Windows.StartMenuExperienceHost_10.0.26100.4768_neutral_neutral_cw5n1h2txyewy","Microsoft.Windows.StartMenuExperienceHost","10.0.26100.4768","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy",
"Microsoft.Windows.XGpuEjectDialog","Microsoft.Windows.XGpuEjectDialog_10.0.26100.1_neutral_neutral_cw5n1h2txyewy","Microsoft.Windows.XGpuEjectDialog","10.0.26100.1","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.Windows.XGpuEjectDialog_cw5n1h2txyewy",
"Microsoft.WindowsAlarms","Microsoft.WindowsAlarms_11.2510.4.0_x64__8wekyb3d8bbwe","Microsoft.WindowsAlarms","11.2510.4.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WindowsAlarms_11.2510.4.0_x64__8wekyb3d8bbwe",
"Microsoft.WindowsCalculator","Microsoft.WindowsCalculator_11.2508.4.0_x64__8wekyb3d8bbwe","Microsoft.WindowsCalculator","11.2508.4.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_11.2508.4.0_x64__8wekyb3d8bbwe",
"Microsoft.WindowsCamera","Microsoft.WindowsCamera_2025.2510.2.0_x64__8wekyb3d8bbwe","Microsoft.WindowsCamera","2025.2510.2.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WindowsCamera_2025.2510.2.0_x64__8wekyb3d8bbwe",
"microsoft.windowscommunicationsapps","microsoft.windowscommunicationsapps_16005.14326.22342.0_x64__8wekyb3d8bbwe","microsoft.windowscommunicationsapps","16005.14326.22342.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22342.0_x64__8wekyb3d8bbwe",
"Microsoft.WindowsFeedbackHub","Microsoft.WindowsFeedbackHub_1.2510.14102.0_x64__8wekyb3d8bbwe","Microsoft.WindowsFeedbackHub","1.2510.14102.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WindowsFeedbackHub_1.2510.14102.0_x64__8wekyb3d8bbwe",
"Microsoft.WindowsMaps","Microsoft.WindowsMaps_11.2506.3.0_x64__8wekyb3d8bbwe","Microsoft.WindowsMaps","11.2506.3.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WindowsMaps_11.2506.3.0_x64__8wekyb3d8bbwe",
"Microsoft.WindowsNotepad","Microsoft.WindowsNotepad_11.2508.38.0_x64__8wekyb3d8bbwe","Microsoft.WindowsNotepad","11.2508.38.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2508.38.0_x64__8wekyb3d8bbwe",
"Microsoft.WindowsPerformanceAnalyzer","Microsoft.WindowsPerformanceAnalyzer_10.0.26100.0_x64__8wekyb3d8bbwe","Microsoft.WindowsPerformanceAnalyzer","10.0.26100.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WindowsPerformanceAnalyzer_10.0.26100.0_x64__8wekyb3d8bbwe",
"Microsoft.WindowsSoundRecorder","Microsoft.WindowsSoundRecorder_11.2510.0.0_x64__8wekyb3d8bbwe","Microsoft.WindowsSoundRecorder","11.2510.0.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WindowsSoundRecorder_11.2510.0.0_x64__8wekyb3d8bbwe",
"Microsoft.WindowsStore","Microsoft.WindowsStore_22510.1401.4.0_x64__8wekyb3d8bbwe","Microsoft.WindowsStore","22510.1401.4.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WindowsStore_22510.1401.4.0_x64__8wekyb3d8bbwe",
"Microsoft.WindowsTerminal","Microsoft.WindowsTerminal_1.23.12811.0_x64__8wekyb3d8bbwe","Microsoft.WindowsTerminal","1.23.12811.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.12811.0_x64__8wekyb3d8bbwe",
"Microsoft.Winget.Source","Microsoft.Winget.Source_2025.1214.845.43_neutral__8wekyb3d8bbwe","Microsoft.Winget.Source","2025.1214.845.43","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.Winget.Source_2025.1214.845.43_neutral__8wekyb3d8bbwe",
"Microsoft.WinUI3ControlsGallery","Microsoft.WinUI3ControlsGallery_2.7.0.0_x64__8wekyb3d8bbwe","Microsoft.WinUI3ControlsGallery","2.7.0.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.WinUI3ControlsGallery_2.7.0.0_x64__8wekyb3d8bbwe",
"Microsoft.Xbox.TCUI","Microsoft.Xbox.TCUI_1.24.10001.0_x64__8wekyb3d8bbwe","Microsoft.Xbox.TCUI","1.24.10001.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.Xbox.TCUI_1.24.10001.0_x64__8wekyb3d8bbwe",
"Microsoft.XboxGameCallableUI","Microsoft.XboxGameCallableUI_1000.25128.1000.0_neutral_neutral_cw5n1h2txyewy","Microsoft.XboxGameCallableUI","1000.25128.1000.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Microsoft.XboxGameCallableUI_cw5n1h2txyewy",
"Microsoft.XboxGameOverlay","Microsoft.XboxGameOverlay_1.54.4001.0_x64__8wekyb3d8bbwe","Microsoft.XboxGameOverlay","1.54.4001.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.54.4001.0_x64__8wekyb3d8bbwe",
"Microsoft.XboxGamingOverlay","Microsoft.XboxGamingOverlay_7.325.11061.0_x64__8wekyb3d8bbwe","Microsoft.XboxGamingOverlay","7.325.11061.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.325.11061.0_x64__8wekyb3d8bbwe",
"Microsoft.XboxIdentityProvider","Microsoft.XboxIdentityProvider_12.130.16001.0_x64__8wekyb3d8bbwe","Microsoft.XboxIdentityProvider","12.130.16001.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.XboxIdentityProvider_12.130.16001.0_x64__8wekyb3d8bbwe",
"Microsoft.XboxSpeechToTextOverlay","Microsoft.XboxSpeechToTextOverlay_1.97.17002.0_x64__8wekyb3d8bbwe","Microsoft.XboxSpeechToTextOverlay","1.97.17002.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.XboxSpeechToTextOverlay_1.97.17002.0_x64__8wekyb3d8bbwe",
"Microsoft.YourPhone","Microsoft.YourPhone_1.25102.64.0_x64__8wekyb3d8bbwe","Microsoft.YourPhone","1.25102.64.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.25102.64.0_x64__8wekyb3d8bbwe",
"Microsoft.ZuneMusic","Microsoft.ZuneMusic_11.2510.7.0_x64__8wekyb3d8bbwe","Microsoft.ZuneMusic","11.2510.7.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.ZuneMusic_11.2510.7.0_x64__8wekyb3d8bbwe",
"Microsoft.ZuneVideo","Microsoft.ZuneVideo_10.25101.10031.0_x64__8wekyb3d8bbwe","Microsoft.ZuneVideo","10.25101.10031.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.25101.10031.0_x64__8wekyb3d8bbwe",
"MicrosoftCorporationII.QuickAssist","MicrosoftCorporationII.QuickAssist_2.0.36.0_x64__8wekyb3d8bbwe","MicrosoftCorporationII.QuickAssist","2.0.36.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\MicrosoftCorporationII.QuickAssist_2.0.36.0_x64__8wekyb3d8bbwe",
"MicrosoftCorporationII.WinAppRuntime.Main.1.5","MicrosoftCorporationII.WinAppRuntime.Main.1.5_5001.373.1736.0_x64__8wekyb3d8bbwe","MicrosoftCorporationII.WinAppRuntime.Main.1.5","5001.373.1736.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\MicrosoftCorporationII.WinAppRuntime.Main.1.5_5001.373.1736.0_x64__8wekyb3d8bbwe",
"MicrosoftCorporationII.WinAppRuntime.Main.1.8","MicrosoftCorporationII.WinAppRuntime.Main.1.8_8000.675.1142.0_x64__8wekyb3d8bbwe","MicrosoftCorporationII.WinAppRuntime.Main.1.8","8000.675.1142.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\MicrosoftCorporationII.WinAppRuntime.Main.1.8_8000.675.1142.0_x64__8wekyb3d8bbwe",
"MicrosoftCorporationII.WinAppRuntime.Singleton","MicrosoftCorporationII.WinAppRuntime.Singleton_8000.675.1142.0_x64__8wekyb3d8bbwe","MicrosoftCorporationII.WinAppRuntime.Singleton","8000.675.1142.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\MicrosoftCorporationII.WinAppRuntime.Singleton_8000.675.1142.0_x64__8wekyb3d8bbwe",
"MicrosoftCorporationII.WindowsSubsystemForLinux","MicrosoftCorporationII.WindowsSubsystemForLinux_2.1.5.0_x64__8wekyb3d8bbwe","MicrosoftCorporationII.WindowsSubsystemForLinux","2.1.5.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\MicrosoftCorporationII.WindowsSubsystemForLinux_2.1.5.0_x64__8wekyb3d8bbwe",
"MicrosoftCorporationII.WinML.NVIDIA.TRT-RTX.EP.1.8","MicrosoftCorporationII.WinML.NVIDIA.TRT-RTX.EP.1.8_1.8.14.0_x64__8wekyb3d8bbwe","MicrosoftCorporationII.WinML.NVIDIA.TRT-RTX.EP.1.8","1.8.14.0","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\MicrosoftCorporationII.WinML.NVIDIA.TRT-RTX.EP.1.8_1.8.14.0_x64__8wekyb3d8bbwe",
"MicrosoftTeams","MicrosoftTeams_25240.1702.3948.231_x64__8wekyb3d8bbwe","MicrosoftTeams","25240.1702.3948.231","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\MicrosoftTeams_25240.1702.3948.231_x64__8wekyb3d8bbwe",
"MicrosoftWindows.57242383.Tasbar","MicrosoftWindows.57242383.Tasbar_1000.26100.7462.0_x64__cw5n1h2txyewy","MicrosoftWindows.57242383.Tasbar","1000.26100.7462.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\SxS\MicrosoftWindows.57242383.Tasbar_cw5n1h2txyewy",
"MicrosoftWindows.59336768.Speion","MicrosoftWindows.59336768.Speion_1000.26100.7462.0_x64__cw5n1h2txyewy","MicrosoftWindows.59336768.Speion","1000.26100.7462.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\SxS\MicrosoftWindows.59336768.Speion_cw5n1h2txyewy",
"MicrosoftWindows.59337133.Voiess","MicrosoftWindows.59337133.Voiess_1000.26100.7462.0_x64__cw5n1h2txyewy","MicrosoftWindows.59337133.Voiess","1000.26100.7462.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\SxS\MicrosoftWindows.59337133.Voiess_cw5n1h2txyewy",
"MicrosoftWindows.59337145.Livtop","MicrosoftWindows.59337145.Livtop_1000.26100.7462.0_x64__cw5n1h2txyewy","MicrosoftWindows.59337145.Livtop","1000.26100.7462.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\SxS\MicrosoftWindows.59337145.Livtop_cw5n1h2txyewy",
"MicrosoftWindows.59379618.InpApp","MicrosoftWindows.59379618.InpApp_1000.26100.7462.0_x64__cw5n1h2txyewy","MicrosoftWindows.59379618.InpApp","1000.26100.7462.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\SxS\MicrosoftWindows.59379618.InpApp_cw5n1h2txyewy",
"MicrosoftWindows.Client.CBS","MicrosoftWindows.Client.CBS_1000.26100.275.0_x64__cw5n1h2txyewy","MicrosoftWindows.Client.CBS","1000.26100.275.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy",
"MicrosoftWindows.Client.Core","MicrosoftWindows.Client.Core_1000.26100.81.0_x64__cw5n1h2txyewy","MicrosoftWindows.Client.Core","1000.26100.81.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\MicrosoftWindows.Client.Core_cw5n1h2txyewy",
"MicrosoftWindows.Client.CoreAI","MicrosoftWindows.Client.CoreAI_1000.26100.7462.0_x64__cw5n1h2txyewy","MicrosoftWindows.Client.CoreAI","1000.26100.7462.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\MicrosoftWindows.Client.CoreAI_cw5n1h2txyewy",
"MicrosoftWindows.Client.FileExp","MicrosoftWindows.Client.FileExp_1000.26100.4.0_x64__cw5n1h2txyewy","MicrosoftWindows.Client.FileExp","1000.26100.4.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\MicrosoftWindows.Client.FileExp_cw5n1h2txyewy",
"MicrosoftWindows.Client.OOBE","MicrosoftWindows.Client.OOBE_1000.26100.28.0_x64__cw5n1h2txyewy","MicrosoftWindows.Client.OOBE","1000.26100.28.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\MicrosoftWindows.Client.OOBE_cw5n1h2txyewy",
"MicrosoftWindows.Client.Photon","MicrosoftWindows.Client.Photon_1000.26100.10.0_x64__cw5n1h2txyewy","MicrosoftWindows.Client.Photon","1000.26100.10.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\MicrosoftWindows.Client.Photon_cw5n1h2txyewy",
"MicrosoftWindows.Client.WebExperience","MicrosoftWindows.Client.WebExperience_525.31002.150.0_x64__cw5n1h2txyewy","MicrosoftWindows.Client.WebExperience","525.31002.150.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_525.31002.150.0_x64__cw5n1h2txyewy",
"MicrosoftWindows.CrossDevice","MicrosoftWindows.CrossDevice_1.25102.46.0_x64__cw5n1h2txyewy","MicrosoftWindows.CrossDevice","1.25102.46.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.25102.46.0_x64__cw5n1h2txyewy",
